No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	年	月	日	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
269	完了	東京都	渋谷区	『3月のライオン』マンホール① 桐山零（鳩森八幡神社前交差点）	151-0051	東京都渋谷区千駄ケ谷1-21		35.678537	139.709627		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
270	完了	東京都	渋谷区	『3月のライオン』マンホール③ 川本ひなた（MT BLDG前）	151-0051	東京都渋谷区千駄ヶ谷1-22		35.678963	139.708943		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
271	完了	東京都	渋谷区	『3月のライオン』マンホール③ 川本ひなた（couleur前）	151-0051	東京都渋谷区千駄ケ谷1-23		35.679105	139.708540		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
272	完了	東京都	渋谷区	『3月のライオン』マンホール④ 川本モモ(東京海上日動能力開発センター前)	151-0051	東京都渋谷区千駄ケ谷4-14		35.679463	139.707762		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
273	完了	東京都	渋谷区	『3月のライオン』マンホール① 桐山零（MIREA KITASANDO前）	151-0051	東京都渋谷区千駄ケ谷4-15		35.679528	139.707777		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
274	完了	東京都	渋谷区	『3月のライオン』マンホール⑥ 王さまニャー	151-0051	東京都渋谷区千駄ケ谷4-16		35.679758	139.707160		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
275		東京都	渋谷区	声優ミュージアム	151-0073	東京都渋谷区笹塚1-52-18	BOF5笹塚 2F	35.675113	139.670770					ミュージアム	ミュージアム					シブヤク	ミ	8	13	10	2
276	完了	東京都	世田谷区	長谷川町子美術館	154-0015	東京都世田谷区桜新町1-30-6		35.627968	139.643623					ミュージアム	ミュージアム	『サザエさん』の作者として知られるマンガ家・長谷川町子（1920～1992）が姉の毬子と共に蒐集した美術品を展示している個人美術館で、日本画・洋画・ガラス・陶芸・彫塑など美術品の他、『サザエさん』、『いじわるばあさん』、『エプロンおばさん』などの長谷川町子が描いたマンガ作品の原画や、長谷川町子が手がけた陶芸や水彩画の展示、磯野家の間取りのミニチュア、サザエさんのアニメの映像が見られるコーナーなどもあります。	http://www.hasegawamachiko.jp/			セタガヤク	ミ	8	13	14	2
277	完了	東京都	世田谷区	サザエさん銅像（サザエ、タラオ）	154-0015	東京都世田谷区桜新町1-12-13		35.631635	139.644955					モニュメント	モニュメント	フグ田サザエ、フグ田タラオの2体<br />この像を含め、全4ヶ所、全12体が設置されています。				セタガヤク	モ	10	13	14	2
278	完了	東京都	世田谷区	サザエさん銅像（サザエ）	154-0015	東京都世田谷区桜新町1-30-13		35.628628	139.644017					モニュメント	モニュメント	フグ田サザエの1体。<br />この像を含め、含め全4ヶ所、全12体が設置されています。				セタガヤク	モ	10	13	14	2
279	完了	東京都	世田谷区	サザエさん銅像（カツオ、ワカメ）	154-0015	東京都世田谷区桜新町2-8		35.631766	139.645203					モニュメント	モニュメント	磯野カツオと磯野ワカメの2体。<br />この像を含め、全4ヶ所、全12体が設置されています。				セタガヤク	モ	10	13	14	2
280	完了	東京都	世田谷区	サザエさん銅像（磯野家、フグ田家）	154-0015	東京都世田谷区桜新町2-9-2		35.631679	139.644265					モニュメント	モニュメント	磯野波平、磯野カツオ、磯野ワカメ、磯野フネの4体およびフグ田サザエ、フグ田タラオ、フグ田マスオの3体。<br />この像を含め、全4ヶ所、全12体が設置されています。				セタガヤク	モ	10	13	14	2
281	完了	東京都	新宿区	ゴジラマンホール　ゴジラvsモスラ	160-0021	東京都新宿区歌舞伎町1-18		35.694954	139.701776		2021	5	12	マンホール	マンホール	2015年に新宿東宝ビルに設置された実物大ゴジラヘッドが街のシンボルとなっていることから、ビル前に設置されたデザインマンホール。<br />※2021年5月12日設置				シンジュクク	マ	9	13	11	2
282	完了	東京都	新宿区	ゴジラマンホール　シン・ゴジラ	160-0021	東京都新宿区歌舞伎町1-18		35.694904	139.701996		2021	5	12	マンホール	マンホール	2015年に新宿東宝ビルに設置された実物大ゴジラヘッドが街のシンボルとなっていることから、ビル前に設置されたデザインマンホール。<br />※2021年5月12日設置				シンジュクク	マ	9	13	11	2
283	完了	東京都	新宿区	コボちゃん銅像	162-0825	東京都新宿区神楽坂6-59		35.703005	139.736829	"https://www.google.com/maps/@35.7029419,139.7368607,3a,15y,335.78h,81.65t/data=!3m6!1e1!3m4!1sOr4VKhqRSR4vhZmiDOalaQ!2e0!7i16384!8i8192"	2015	8	16	モニュメント	モニュメント	漫画家・植田まさしが神楽坂地域に35年以上居住していた縁から、2015年8月16日に設置された4コマ漫画『コボちゃん』の銅像。<br />台座約20cm、像本体が約80cm。彫刻家・山田朝彦さんが制作				シンジュクク	モ	10	13	11	2
284	完了	東京都	新宿区	東京アニメセンター in DNPプラザ	162-0843	東京都新宿区市谷田町1-14-1	DNP市谷田町ビル DNPプラザ B1F	35.693520	139.736380		2006	3	15	その他	ソノタ	2006年3月15日に、アニメの情報発信と人材育成を目的とした施設として秋葉原UDX内に開設され、日本動画協会によって運営されていましたが、大日本印刷と提携し、2017年10月28日に移転。<br />個別のアニメ作品をテーマにした企画展や、液晶ペンタブレットやトレース台を使ったクリエイター体験コーナー、物販も行なっています。	https://animecenter.jp			シンジュクク	ソ	29	13	11	2
285	完了	東京都	杉並区	Aさんの庭	166-0001	東京都杉並区阿佐谷北5-45-13		35.711299	139.640582		2010	7	25	その他	ソノタ	宮崎駿が自身の著作『トトロの住む家』で「たからもの」と評した近藤謙三郎氏の設計の洋風住宅と庭が、区民からの運動もあって、杉並区が土地を買い取って公園とし、建物を重要建造物に指定する計画があったが、2009年2月に不審火で住宅が焼失。公園化の計画自体も見送られる可能性もある中、宮崎駿が公園のアイデアを描いたイメージボードをもって杉並区に提案したことで、旧住宅を想起させる赤瓦のトイレを建て、宮崎駿命名の「Aさんの庭」として2010年7月25日開園。				スギナミク	ソ	29	13	12	2
286		東京都	杉並区	ガンダムの銅像	167-0023	東京都杉並区上井草3-32		35.725032	139.603542	"https://www.google.co.jp/maps/@35.7249733,139.6035956,3a,30y,327.71h,86.45t/data=!3m6!1e1!3m4!1s6JOSjteoBgPbKbVC16zJxQ!2e0!7i16384!8i8192"	2008	3	23	モニュメント	モニュメント	「大地から」と名付けられたガンダムの銅像。2008年3月23日除幕式				スギナミク	モ	10	13	12	2
287	完了	東京都	杉並区	杉並アニメーションミュージアム	167-0043	東京都杉並区上荻3-29-5	杉並会館3F～4F	35.710435	139.607863					ミュージアム	ミュージアム	年表や画像、映像、フィギュアなどで学ぶアニメの歴史コーナーや、セルアニメーションができるまでの制作行程を学べるコーナー、冨野由悠季監督など名だたるクリエイターの机を再現した展示、漫画家やアニメの監督、声優たちの直筆サイン、アフレコやデジタルイラスト体験コーナー、デジタルワークショップなどがあります。	http://www.sam.or.jp/			スギナミク	ミ	8	13	12	2
288	完了	東京都	豊島区	手塚治虫の墓	170-0002	東京都豊島区巣鴨5-32-2	總禅寺	35.741438	139.732958					その他	ソノタ					トシマク	ソ	29	13	18	2
289	完了	東京都	豊島区	石ノ森章太郎の墓	171-0014	東京都豊島区池袋3-1-6	祥雲寺	35.733526	139.702223					その他	ソノタ	マンガ家・石ノ森章太郎の墓。墓石には、本姓である小野寺家の墓と刻まれてており、墓石の周囲に、功績が刻まれた石碑や数々の作品のカラーパネル、本人の自画像を模した石像、009と002の等身大石像などが設置されています。				トシマク	ソ	29	13	18	2
290	完了	東京都	豊島区	トキワ荘マンガミュージアム	171-0052	東京都豊島区南長崎3-9-22	南長崎花咲公園	35.724258	139.686094					ミュージアム	ミュージアム	南長崎花咲公園内に、手塚治虫ら著名な漫画家が居住していたことで有名な1952～1982年に存在した木造アパート「トキワ荘」の外観や内装を忠実に再現した建物を建設し、2020年7月7日にマンガミュージアムとしてオープン。	http://tokiwasomm.jp/			トシマク	ミ	8	13	18	2
291	完了	東京都	豊島区	トキワ荘跡地モニュメント	171-0052	東京都豊島区南長崎3-16-6		35.723994	139.688206					その他	ソノタ	手塚治虫ら著名な漫画家が居住していたことで有名な1952～1982年に存在した木造アパートの跡地。				トシマク	ソ	29	13	18	2
292	完了	東京都	豊島区	紫雲荘	171-0052	東京都豊島区南長崎3-16-21		35.723802	139.688466					その他	ソノタ	赤塚不二夫氏が、トキワ荘が手狭になったために、1959年に仕事場兼寝室として移り住んだアパート。<br />借りていた部屋は202号室になります。				トシマク	ソ	29	13	18	2
293	完了	東京都	練馬区	大泉アニメゲート	178-0063	東京都練馬区東大泉1-28		35.749633	139.586876	"https://www.google.co.jp/maps/@35.7496682,139.5866637,2a,25.9y,88.16h,85.56t/data=!3m6!1e1!3m4!1sfrbnmWFX5nIrDJ4YyxEsxQ!2e0!7i13312!8i6656"				モニュメント	モニュメント	『鉄腕アトム』アトム、『銀河鉄道999』メーテル・星野鉄郎、『あしたのジョー』矢吹丈、『うる星やつら』ラムの5体のキャラクターモニュメント、ねりまアニメ年表などが設置されています。	http://animation-nerima.jp/nerima-and-animation/animegate/			ネリマク	モ	10	13	20	2
294	完了	東京都	練馬区	メーテル（銀河鉄道999）マンホール	178-0063	東京都練馬区東大泉1-27-25		35.750782	139.588636		2021	6	22	マンホール	マンホール	練馬区ゆかりのキャラクターであることから、2021年6月22日に設置されたデザインマンホール。				ネリマク	マ	9	13	20	2
295	完了	東京都	練馬区	ラム（うる星やつら）マンホール	178-0063	東京都練馬区東大泉1-28-1		35.749593	139.587034		2021	6	22	マンホール	マンホール	練馬区ゆかりのキャラクターであることから、2021年6月22日に設置されたデザインマンホール。				ネリマク	マ	9	13	20	2
296	完了	東京都	練馬区	矢吹丈（あしたのジョー）マンホール	178-0063	東京都練馬区東大泉1-28-1		35.749667	139.586833		2021	6	22	マンホール	マンホール	練馬区ゆかりのキャラクターであることから、2021年6月22日に設置されたデザインマンホール。				ネリマク	マ	9	13	20	2
297	完了	東京都	練馬区	銀河鉄道999 車掌像	178-0063	東京都練馬区東大泉1-29-7	大泉学園駅	35.749549	139.586750	"https://www.google.co.jp/maps/@35.7495515,139.5866834,2a,27.5y,81.66h,80.09t/data=!3m6!1e1!3m4!1s7EYCbP2FI2CMHDPiyrUnDw!2e0!7i13312!8i6656"				モニュメント	モニュメント	2008年3月16日に開催された「ねりたんアニメプロジェクト in 大泉」の一環として、改札内コンコースに『銀河鉄道999』の車掌のFRP製立像（165cm、30kg）が設置されています。				ネリマク	モ	10	13	20	2
298	完了	東京都	練馬区	東映アニメーションミュージアム	178-8567	東京都練馬区東大泉2-10-5		35.751848	139.594769					ミュージアム	ミュージアム	旧大泉スタジオ内に併設されていた「東映アニメーションギャラリー」が、スタジオ建替えに伴い、2014年9月23日から4年弱の休館を経て、2018年7月28日に現呼称に改名の上でリニューアルオープン。<br />入口には、シンボルキャラクターで東映アニメーションの長靴猫シリーズの主人公であるペロの像が置かれた噴水が設けられ、1時間おきに噴水演出が見られる他、巨大タッチモニターで歴代作品の検索、作品の設定資料、原画、セル画などの展示スペース、お絵かきが自由にできる黒板が設置された中庭、グッズショップなどがあります。<br />入館無料。	https://museum.toei-anim.co.jp			ネリマク	ミ	8	13	20	2
