No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	年	月	日	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
210		千葉県	浦安市	ディズニー銅像 バッカス＆ユニコーン	279-0031	千葉県浦安市舞浜	舞浜駅ペデストリアンデッキ	35.636334	139.880000					モニュメント	モニュメント					ウラヤスシ	モ	10	12	11	2
211	完了	東京都	千代田区	GUNDAM Café 秋葉原店	101-0028	東京都千代田区神田花岡町1-1		35.699183	139.772951					その他	ソノタ	『機動戦士ガンダム』シリーズの情報発信基地であり、ガンダムの世界観を楽しめるコンセプトカフェとしてオープンしたしてオフィシャル店舗。<br />作品世界で宇宙世紀0079に地球連邦軍総司令部が置かれていたジャブローのあった南米産の豆で作り上げた「ジャブローコーヒー」をはじめ、ガンダムをテーマにしたオリジナルメニューが味わえます。	http://g-cafe.jp/			チヨダク	ソ	29	13	17	2
212		東京都	千代田区	『鉄腕アトム』マンホール③ ウラン	101-0052	東京都千代田区神田小川町3-20-4		35.696654	139.761546		2020	2		マンホール	マンホール	※2020年2月設置。				チヨダク	マ	9	13	17	2
213		東京都	千代田区	『鉄腕アトム』マンホール① お茶の水博士	101-0062	東京都千代田区神田駿河台1-3		35.698285	139.762439		2020	2		マンホール	マンホール	※2020年2月設置。				チヨダク	マ	9	13	17	2
214		東京都	千代田区	『鉄腕アトム』マンホール② アトム	101-0062	東京都千代田区神田駿河台1-1		35.697361	139.761889		2020	2		マンホール	マンホール	※2020年2月設置。				チヨダク	マ	9	13	17	2
215	完了	東京都	千代田区	明治大学 現代マンガ図書館	101-0064	東京都千代田区神田猿楽町1-7-1		35.698995	139.759708	"https://www.google.com/maps/@35.6989346,139.7596588,3a,65y,44.07h,89.86t/data=!3m6!1e1!3m4!1sqvFVpjK_zpx8sF0uUCckeA!2e0!7i16384!8i8192?hl=ja"	1978			ミュージアム	ミュージアム	明治大学が運営するマンガ専門の図書館。漫画蒐集家・内記稔夫が、自身が営む貸本屋「山吹文庫」の蔵書を基に1978年に設立。私財を投じて運営とマンガ蒐集に努めた後、2009年にコレクションを明治大学に寄贈。2010年に「明治大学現代マンガ図書館」となり、新宿区早稲田鶴巻町で開館されていましたが、2021年からは、明治大学米沢嘉博記念図書館との複合運用する閉架型図書館となりました。<br />1階展示室にあるマンガは無料で閲覧可能で、展示室にない蔵書は、有料会員（1日会員・1か月会員・1年会員）限定で閲覧できます。	https://www.naiki-collection.jp/			チヨダク	ミ	8	13	17	2
216	完了	東京都	中央区	三井記念美術館	103-0022	東京都中央区日本橋室町2-1-1	三井本館 7F	35.686307	139.773146		2005	10	8	ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなった国宝・日向正宗が所蔵されている資料館。				チュウオウク	ミ	8	13	16	2
217	完了	東京都	台東区	ポケふた　チゴラス&ソーナノ	110-0007	東京都台東区上野公園7-20	国立科学博物館	35.716803	139.776395		2021	6	14	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年6月14日に設置されたデザインマンホール。				タイトウク	マ	9	13	15	2
218	完了	東京都	台東区	ポケふた　ヤジロン&ドーミラー	110-0007	東京都台東区上野公園13-9	東京国立博物館	35.717713	139.775419		2021	6	14	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年6月14日に設置されたデザインマンホール。				タイトウク	マ	9	13	15	2
219	完了	東京都	台東区	東京国立博物館	110-0007	東京都台東区上野公園13-9		35.718886	139.776502		1872			ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなった国宝の童子切安綱、三日月宗近、小竜景光、厚藤四郎、大包平、大般若長光、重要文化財の鳴狐、獅子王の他、毛利藤四郎といった刀が所蔵され、各刀剣は、期間限定展示されています。				タイトウク	ミ	8	13	15	2
220	完了	東京都	台東区	あしたのジョー 立つんだ像	111-0021	東京都台東区日本堤1-32		35.725468	139.796653		2012	11	24	モニュメント	モニュメント	泪橋の下に丹下ジムがあった原作設定から、泪橋付近のいろは会商店街は『あしたのジョー』の舞台として売り出しており、街のシンボルとして、台東区商店街連合会が東京芸大の斎藤篤助教授とともに企画・制作。<br />2012年11月24日に除幕式が行われました。現在は、いろは会が管理しています。				タイトウク	モ	10	13	15	2
221		東京都	台東区	『さらざんまい』マンホール	111-0036	東京都台東区松が谷2-25	合羽橋交差点	35.714437	139.788803		2021	4	13	マンホール	マンホール	『さらざんまい』の舞台であることから、2021年4月13日に設置されたデザインマンホール。				タイトウク	マ	9	13	15	2
222		東京都	台東区	『さらざんまい』ラッピングポスト	111-0035	東京都台東区西浅草3-3		35.714064	139.791219		2021	3	10	その他	ソノタ	『さらざんまい』の舞台であることから、2021年3月10日に設置されたラッピングポスト。				タイトウク	ソ	29	13	15	2
223		東京都	文京区	永青文庫	112-0015	東京都文京区目白台1-1-1		35.713202	139.723230		1972			ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなった国宝の古今伝授の太刀、歌仙兼定といった刀が所蔵されている美術館。				ブンキョウク	ミ	8	13	21	2
224	完了	東京都	北区	のらくろマンホール	114-0014	東京都北区田端5-4		35.736330	139.757107		2020	2	28	マンホール	マンホール	田端に居住していた漫画家・田河水泡の代表作である『のらくろ』シリーズの主人公・のらくろ（野良犬黒吉）をモチーフにしたデザインマンホール。<br />※2020年2月28日設置				キタク	マ	9	13	7	2
225	完了	東京都	足立区	『はじめの一歩』マンホール 一歩 対 千堂	120-0026	東京都足立区千住旭町4		35.749061	139.806346		2021	6		マンホール	マンホール	『はじめの一歩』の作者・森川ジョージの出身地であることから、2021年6月に設置されたデザインマンホール。				アダチク	マ	9	13	1	2
226	完了	東京都	足立区	『はじめの一歩』マンホール 鷹村 対 ホーク	121-0816	東京都足立区梅島3-4-34		35.774056	139.797524		2021	6		マンホール	マンホール	『はじめの一歩』の作者・森川ジョージの出身地であることから、2021年6月に設置されたデザインマンホール。				アダチク	マ	9	13	1	2
227	完了	東京都	足立区	『はじめの一歩』マンホール 間柴 対 木村	123-0842	東京都足立区栗原1-2-1		35.779315	139.790139		2021	6		マンホール	マンホール	『はじめの一歩』の作者・森川ジョージの出身地であることから、2021年6月に設置されたデザインマンホール。				アダチク	マ	9	13	1	2
228	完了	東京都	足立区	JB SPORTS	121-0816	東京都足立区梅島3-11-9		35.776919	139.796026	"https://www.google.co.jp/maps/@35.776894,139.7962087,3a,30y,278.58h,98.84t/data=!3m6!1e1!3m4!1sX7grq57R8z9YhMbHdcIVsQ!2e0!7i16384!8i8192"				その他	ソノタ	『はじめの一歩』の作者・森川ジョージがオーナーをしているボクシングジム。屋上に作中にも出てきた鷹村守の銅像が設置されています。				アダチク	ソ	29	13	1	2
229	完了	東京都	葛飾区	キャプテン翼銅像⑤ 石崎了	124-0011	東京都葛飾区四つ木4-15-10	四ツ木駅前ポケットパーク	35.732386	139.835804	"https://www.google.co.jp/maps/@35.732324,139.8357962,3a,15y,3.58h,81.62t/data=!3m6!1e1!3m4!1sYhfMJTR6uyWrfY92MZH7jw!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
230	完了	東京都	葛飾区	キャプテン翼銅像④ 日向小次郎	124-0011	東京都葛飾区四つ木1-16-24	四つ木公園	35.733296	139.836116	"https://www.google.co.jp/maps/@35.7332759,139.8361042,3a,15y,7.55h,81.58t/data=!3m6!1e1!3m4!1sgRnghED7VF7g7uvfmBd72w!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
231	完了	東京都	葛飾区	キャプテン翼銅像① 大空翼（等身大）	124-0011	東京都葛飾区四つ木1-22-3	四つ木つばさ公園	35.734147	139.834119	"https://www.google.co.jp/maps/@35.7341125,139.8341005,3a,26.3y,22.07h,81.33t/data=!3m6!1e1!3m4!1s2_NfAAWvPv1dt3jMmZjhZg!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2013年3月設置	https://www.city.katsushika.lg.jp/faq/1007672/1009498.html			カツシカク	モ	10	13	6	2
232	完了	東京都	葛飾区	キャプテン翼銅像③ ロベルト本郷と大空翼	124-0011	東京都葛飾区四つ木2-3-3	めだかの小道	35.736242	139.835308	"https://www.google.co.jp/maps/@35.7362021,139.8354115,3a,15y,294.58h,86.64t/data=!3m6!1e1!3m4!1sk59DpFoyi28yH2hGVMauYg!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
233	完了	東京都	葛飾区	キャプテン翼銅像⑥ 中沢早苗	124-0011	東京都葛飾区四つ木2-28		35.735767	139.839378	"https://www.google.co.jp/maps/@35.7358399,139.8392468,3a,15y,124.62h,86.07t/data=!3m6!1e1!3m4!1sx666cf-LHnY6CYDkm45o7A!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
234	完了	東京都	葛飾区	キャプテン翼銅像② 岬太郎（等身大）	124-0013	東京都葛飾区東立石3-3-1	渋江公園	35.735343	139.842978	"https://www.google.co.jp/maps/@35.7353758,139.8429063,3a,25y,113.52h,83.39t/data=!3m6!1e1!3m4!1sNimpsdzSk5mLd03KJ_9fPw!2e0!7i16384!8i8192"	2018	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置	https://www.city.katsushika.lg.jp/faq/1007672/1009498.html			カツシカク	モ	10	13	6	2
235	完了	東京都	葛飾区	キャプテン翼銅像⑦ 大空翼	124-0012	東京都葛飾区立石1-21-6	立石一丁目児童遊園	35.737773	139.849800	"https://www.google.co.jp/maps/@35.7377179,139.8497401,3a,15y,41.92h,83.38t/data=!3m6!1e1!3m4!1sm_p627oHWI8takAeIKNUtQ!2e0!7i13312!8i6656"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
236	完了	東京都	葛飾区	キャプテン翼銅像⑧ 若林源三	124-0012	東京都葛飾区立石4-28-14	立石みちひろば	35.739885	139.848730	"https://www.google.co.jp/maps/@35.7400442,139.8487618,3a,15y,191.73h,87.27t/data=!3m6!1e1!3m4!1sHNdSWunaoZIBLxMZXZalBg!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2014年3月設置				カツシカク	モ	10	13	6	2
237	完了	東京都	葛飾区	キャプテン翼銅像⑨ 大空翼（等身大）	124-0012	東京都葛飾区立石6-4-1	南葛飾高等学校	35.744575	139.847498	"https://www.google.co.jp/maps/@35.744555,139.8473811,3a,15y,75.59h,86.49t/data=!3m6!1e1!3m4!1s_Srkr-083KeXbWZsofBQ2g!2e0!7i16384!8i8192"	2014	3		モニュメント	モニュメント	原作者であるマンガ家・高橋陽一が四つ木出身で立石の南葛飾高校を卒業している縁から、『キャプテン翼』のキャラクターの銅像が四つ木、立石の各所に全9体が設置されています。<br />※2018年3月設置				カツシカク	モ	10	13	6	2
238	完了	東京都	葛飾区	こち亀銅像⑥ 両津勘吉祭姿像	125-0061	東京都葛飾区亀有3-25		35.766104	139.847473	"https://www.google.co.jp/maps/@35.7661582,139.8476441,3a,15y,234.69h,87.28t/data=!3m6!1e1!3m4!1s5tM7eD2hgqh1tHOpKbM2ZA!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
239		東京都	葛飾区	こち亀マンホール 秋本・カトリーヌ・麗子	125-0061	東京都葛飾区亀有3-25		35.765948	139.847604		2021	7	6	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年7月6日設置				カツシカク	マ	9	13	6	2
240	完了	東京都	葛飾区	こち亀銅像⑦ ようこそ亀有へ両さん像	125-0061	東京都葛飾区亀有3-24		35.765962	139.847876	"https://www.google.co.jp/maps/@35.7659087,139.8480275,3a,15y,300.61h,86.07t/data=!3m6!1e1!3m4!1sW5Qznyl5XXpXF7PdV-8B-Q!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
241	完了	東京都	葛飾区	こち亀銅像⑧ サンバ両さん像	125-0061	東京都葛飾区亀有3-18		35.764767	139.847826	"https://www.google.co.jp/maps/@35.7648157,139.847784,3a,15y,129.7h,81.84t/data=!3m6!1e1!3m4!1sDxYrpWkA_4v2-VkGgOSTEA!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
242	完了	東京都	葛飾区	こち亀銅像⑨ 少年両さん像	125-0061	東京都葛飾区亀有3-15		35.764094	139.848788	"https://www.google.co.jp/maps/@35.7641011,139.8488703,3a,15y,270.4h,81.35t/data=!3m6!1e1!3m4!1sGvnABD8u2unBSS85-YG1Pg!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の少年時代を象った銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
243		東京都	葛飾区	こち亀マンホール 大原部長	125-0061	東京都葛飾区亀有3-15		35.764114	139.848805		2021	3	29	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年3月29日設置				カツシカク	マ	9	13	6	2
244	完了	東京都	葛飾区	こち亀銅像⑩ 本田像	125-0061	東京都葛飾区亀有3-13-1		35.762906	139.847797	"https://www.google.co.jp/maps/@35.7628707,139.8478574,3a,15y,359.54h,73.41t/data=!3m6!1e1!3m4!1s7ZOS_9wlIsktIHXdq1_V3w!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』のキャラクターである本田速人の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
245	完了	東京都	葛飾区	こち亀銅像⑪ ワハハ両さん像	125-0061	東京都葛飾区亀有2-63-7		35.762976	139.850632	"https://www.google.co.jp/maps/@35.7629497,139.8507473,3a,15y,293.42h,85.05t/data=!3m6!1e1!3m4!1sKy3G3bsM-qEmq920aG_NPQ!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
246	完了	東京都	葛飾区	アリオ亀有店　こち亀ゲームパーク	125-0061	東京都葛飾区亀有3-49-3	アリオ亀有アリオモール 3F	35.764693	139.852313	"https://www.google.co.jp/maps/@35.7647142,139.8525442,2a,30y,200.51h,88.45t/data=!3m6!1e1!3m4!1stzKSZqIuDIkDvOIMQ5HbwA!2e0!7i13312!8i6656"	2006	3	3	その他	ソノタ	作中に登場する両津勘吉が勤務する派出所や、尾崎模型やカメアリ書店、小川駄菓子店などの商店街の店舗などが再現され、作中に出て来るさまざなな小物のなどの展示物がある『こちら葛飾区亀有公園前派出所』をテーマにしたアミューズメント施設。<br />2006年3月3日オープン	https://www.kochikame-gamepark.jp/			カツシカク	ソ	29	13	6	2
247	完了	東京都	葛飾区	こち亀銅像⑫ 少年よ、あの星をめざせ！両さん像	125-0061	東京都葛飾区亀有3-42-24	香取神社内	35.765502	139.850991					モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
248	完了	東京都	葛飾区	こち亀銅像⑬ 中川像	125-0061	東京都葛飾区亀有3-29		35.765977	139.848449	"https://www.google.co.jp/maps/@35.7661136,139.848443,3a,15y,152.69h,86.88t/data=!3m6!1e1!3m4!1sFu4GduESvJr8zDaWi5SRmg!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』のキャラクターである中川圭一の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
249	完了	東京都	葛飾区	こち亀銅像⑭ 麗子像	125-0061	東京都葛飾区亀有3-26-1	リリオ館7F 葛飾区亀有地区センター内	35.766461	139.848851					モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』のキャラクターである秋本・カトリーヌ・麗子の銅像。<br />この像を含め、全15体が設置されています。<br />※当初は現在「薔薇と麗子像」が設置されている位置に設置されていましたが、台座から脚部辺りが曲げられる事件があったため、葛飾区亀有地区センター内に移設。				カツシカク	モ	10	13	6	2
250	完了	東京都	葛飾区	こち亀銅像⑮ ようこそ こち亀の街へ！両津・中川・麗子がお出迎え！像	125-0061	東京都葛飾区亀有3-25-1		35.766497	139.848041	"https://www.google.co.jp/maps/@35.7666593,139.8482505,3a,15y,223.19h,89.35t/data=!3m6!1e1!3m4!1srff53FyGE13qLY7RIC34Wg!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉と秋本・カトリーヌ・麗子、中川圭一のカラーモニュメント。この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
251	完了	東京都	葛飾区	こち亀銅像① 北口両津勘吉像	125-0061	東京都葛飾区亀有3-25		35.766869	139.847853	"https://www.google.co.jp/maps/@35.7669168,139.8478205,3a,27.5y,151.93h,78.88t/data=!3m6!1e1!3m4!1sjsbqcMfhHboTEusPZrcmcQ!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。<br />※2006年2月11日設置				カツシカク	モ	10	13	6	2
252	完了	東京都	葛飾区	こち亀マンホール 麻里愛	125-0061	東京都葛飾区亀有5-14		35.767402	139.845434		2021	3	29	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年3月29日設置				カツシカク	マ	9	13	6	2
253	完了	東京都	葛飾区	こち亀銅像⑤ 敬礼両さん像	125-0061	東京都葛飾区亀有5-14		35.767515	139.845384	"https://www.google.co.jp/maps/@35.7675717,139.8454673,3a,15y,234.35h,85.84t/data=!3m7!1e1!3m5!1s7IpiFcQMEL7_CKAkB7UMYA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D7IpiFcQMEL7_CKAkB7UMYA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D184.30028%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
254	完了	東京都	葛飾区	こち亀マンホール 本田速人	125-0061	東京都葛飾区亀有5-32		35.767196	139.847736		2021	3	29	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年3月29日設置				カツシカク	マ	9	13	6	2
255	完了	東京都	葛飾区	こち亀銅像② 薔薇と麗子像	125-0061	東京都葛飾区亀有5-34		35.767031	139.848180	"https://www.google.co.jp/maps/@35.7669879,139.8480786,3a,15y,27.78h,83.09t/data=!3m6!1e1!3m4!1sdZPnZVZJu_nqv4zsUD-MGQ!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』のキャラクターである秋本・カトリーヌ・麗子の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
256	完了	東京都	葛飾区	こち亀マンホール 中川圭一	125-0061	東京都葛飾区亀有3-25		35.766973	139.848156		2021	7	6	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年7月6日設置				カツシカク	マ	9	13	6	2
257	完了	東京都	葛飾区	こち亀マンホール 両津勘吉	125-0061	東京都葛飾区亀有5-36		35.767659	139.848805		2021	7	6	マンホール	マンホール	物語の舞台であることから設置された全6種の『こちら葛飾区亀有公園前派出所』のデザインマンホールの一つ。<br />2021年7月6日設置				カツシカク	マ	9	13	6	2
258	完了	東京都	葛飾区	こち亀銅像③ ダブルピース両さん像	125-0061	東京都葛飾区亀有5-36-1	亀有公園内	35.767592	139.848484	"https://www.google.co.jp/maps/@35.7677443,139.8484365,3a,15y,154.16h,85.6t/data=!3m6!1e1!3m4!1s2PwlD_McMJcr9apFc9gijg!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
259	完了	東京都	葛飾区	こち亀銅像④ ひとやすみ両さん像	125-0061	東京都葛飾区亀有5-36-1	亀有公園内	35.767789	139.848678	"https://www.google.co.jp/maps/@35.767778,139.8486465,3a,26.6y,42.39h,75.42t/data=!3m6!1e1!3m4!1sAZ2Bgy4ouqPWMmrefdaxpA!2e0!7i16384!8i8192"				モニュメント	モニュメント	『こちら葛飾区亀有公園前派出所』の主人公・両津勘吉の銅像。<br />この像を含め、全15体が設置されています。				カツシカク	モ	10	13	6	2
260	完了	東京都	墨田区	刀剣博物館	130-0015	東京都墨田区横網1-12-9		35.698856	139.793674		2018	1	19	ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなった国宝・明石国行が所蔵されている日本刀専門の博物館。<br />公益財団法人日本美術刀剣保存協会により運営されている博物館。1968年に渋谷区代々木4丁目に開館した旧博物館から場所を移して建て替られ、2018年1月19日に開館。				スミダク	ミ	8	13	13	2
261	完了	東京都	江戸川区	江戸川区×角野栄子マンホール（なぎさ公園）	134-0085	東京都江戸川区南葛西7-3-1	なぎさ公園	35.649340	139.883300	-	2021	7	2	マンホール	マンホール	ジブリアニメ『魔女の宅急便』の原作者として知られる児童文学作家・角野栄子にゆかりがあることから江戸川区で始まった「角野栄子児童文学館」（2023年7月開館予定）の建設計画の機運を盛り上げようと、2021年7月2日に設置されたデザインマンホール。<br />『魔女の宅急便』の主人公・キキのコスプレ姿をした角野栄子と使い魔の黒猫・ジジが描かれています。<br />設置場所は、「角野栄子児童文学館」建設予定地のなぎさ公園の入口前と、西葛西駅と葛西駅の駅前広場の3か所。				エドガワク	マ	9	13	4	2
262	完了	東京都	江戸川区	江戸川区×角野栄子マンホール（西葛西駅）	134-0088	東京都江戸川区西葛西6-15	西葛西駅 駅前広場	35.664320	139.859310	-	2021	7	2	マンホール	マンホール	ジブリアニメ『魔女の宅急便』の原作者として知られる児童文学作家・角野栄子にゆかりがあることから江戸川区で始まった「角野栄子児童文学館」（2023年7月開館予定）の建設計画の機運を盛り上げようと、2021年7月2日に設置されたデザインマンホール。<br />『魔女の宅急便』の主人公・キキのコスプレ姿をした角野栄子と使い魔の黒猫・ジジが描かれています。<br />設置場所は、「角野栄子児童文学館」建設予定地のなぎさ公園の入口前と、西葛西駅と葛西駅の駅前広場の3か所。				エドガワク	マ	9	13	4	2
263	完了	東京都	江戸川区	江戸川区×角野栄子マンホール（葛西駅）	134-0083	東京都江戸川区中葛西5-43	葛西駅南口 バスのり場	35.663378	139.872562	-	2021	7	2	マンホール	マンホール	ジブリアニメ『魔女の宅急便』の原作者として知られる児童文学作家・角野栄子にゆかりがあることから江戸川区で始まった「角野栄子児童文学館」（2023年7月開館予定）の建設計画の機運を盛り上げようと、2021年7月2日に設置されたデザインマンホール。<br />『魔女の宅急便』の主人公・キキのコスプレ姿をした角野栄子と使い魔の黒猫・ジジが描かれています。<br />設置場所は、「角野栄子児童文学館」建設予定地のなぎさ公園の入口前と、西葛西駅と葛西駅の駅前広場の3か所。				エドガワク	マ	9	13	4	2
264	完了	東京都	江東区	GUNDAM Café お台場店	135-0064	東京都江東区青海1-1-10	ダイバーシティ東京プラザ2F	35.625175	139.775416					その他	ソノタ	『機動戦士ガンダム』シリーズの情報発信基地であり、ガンダムの世界観を楽しめるコンセプトカフェとしてオープンしたしてオフィシャル店舗。<br />作品世界で宇宙世紀0079に地球連邦軍総司令部が置かれていたジャブローのあった南米産の豆で作り上げた「ジャブローコーヒー」をはじめ、ガンダムをテーマにしたオリジナルメニューが味わえます。	http://g-cafe.jp/news/divercity_store.html			コウトウク	ソ	29	13	8	2
265	完了	東京都	江東区	実物大ユニコーンガンダム立像	135-0064	東京都江東区青海1-1-10	バーシティ東京プラザ内2Fフェスティバル広場	35.624452	139.775481		2017	9	24	モニュメント	モニュメント	2017年3月5日まで展示されていたガンダムの実物大立像の跡地に建造され、2017年9月24日に公開された『機動戦士ガンダムUC』のモビルスーツを実物大で再現した立像。<br />正式名称は「RX-0 ユニコーンガンダム Ver. TWC（TOKYO WATER FRONT CITY）」。	http://www.unicorn-gundam-statue.jp			コウトウク	モ	10	13	8	2
266	完了	東京都	渋谷区	『3月のライオン』マンホール② 川本あかり（三菱東京UFJ銀行千駄ヶ谷アパート前）	151-0051	東京都渋谷区千駄ケ谷1-4		35.678866	139.709013		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
267	完了	東京都	渋谷区	『3月のライオン』マンホール⑤ 二海堂晴信	151-0051	東京都渋谷区千駄ケ谷1-4		35.678959	139.708824		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
268	完了	東京都	渋谷区	『3月のライオン』マンホール④ 川本モモ(山田ビル前)	151-0051	東京都渋谷区千駄ケ谷1-5		35.678521	139.709514		2020	2	26	マンホール	マンホール	『3月のライオン』の舞台地であることから、千駄ヶ谷大通り商店街に設置された6種類9枚のデザインマンホールの一つ。<br />※2020年2月26日設置				シブヤク	マ	9	13	10	2
